code	symbol
0	Control
4398	137889475
4399	137889499
4400	137889616
4401	137889649
4402	137889714
4403	13789
4404	137890037
4405	137890256
4406	137890347
4407	137890544
4408	137890763
4409	137891318
4410	13791
4411	137916141
4412	137916420
4413	137916458
4414	137916789
4415	137916794
4416	137916795
4417	137916796
4418	137916798
4419	137916799
4420	137916801
4421	137916950
4422	137916956
4423	137917178
4424	137917263
4425	137917270
4426	137917408
4427	137917413
4428	137919867
4429	137923864
4430	1379247
4431	137936554
4432	137936555
4433	137936557
4434	137936558
4435	137936570
4436	137936582
4437	137936590
4438	137936639
4439	137936663
4440	137936802
4441	137936849
4442	137936858
4443	137936899
4444	137936930
4445	137937052
4446	137937257
4447	137937278
4448	137937292
4449	137947120
4450	137947123
4451	137947124
4452	137947127
4453	137947128
4454	137947131
4455	137947135
4456	137947136
4457	137947158
4458	137947168
4459	137947190
4460	137947212
4461	137947218
4462	137947238
4463	137947246
4464	137947260
4465	137947374
4466	137947375
4467	137947421
4468	137947437
4469	137947454
4470	137947508
4471	137947621
4472	137947717
4473	137947718
4474	137947734
4475	137948169
4476	1379487
4477	137964876
4478	137965016
4479	137965018
4480	137965021
4481	137966197
4482	137966221
4483	137966300
4484	137966304
4485	137966367
4486	137966605
4487	137966779
4488	137967090
4489	137967333
4490	137967492
4491	137967689
4492	137967941
4493	137967972
4494	13799300
4495	137994
4496	138
4497	13804
4498	138059708
4499	13806
4500	1380748
4501	138105957
4502	138107175
4503	138113345
4504	138115341
4505	1381655
4506	13817
4507	13819073
4508	13825051
4509	138319671
4510	138319672
4511	138319674
4512	138319675
4513	138319676
4514	138319677
4515	138319679
4516	138319682
4517	138319683
4518	138319686
4519	138319691
4520	138319694
4521	138319696
4522	138319697
4523	138319698
4524	138319699
4525	138319700
4526	138319703
4527	138319775
4528	138320013
4529	138376494
4530	138377545
4531	138377546
4532	138377547
4533	138377570
4534	138377578
4535	138377580
4536	138377589
4537	138377590
4538	138377592
4539	138377593
4540	138377596
4541	138377600
4542	138377601
4543	1383822
4544	1383884
4545	138393291
4546	138393314
4547	138393372
4548	138403252
4549	13844274
4550	13844295
4551	138454738
4552	138454739
4553	138454752
4554	138454761
4555	138454763
4556	138454764
4557	138454765
4558	138454770
4559	138454774
4560	138454775
4561	138454779
4562	138454780
4563	138454781
4564	138454787
4565	138454793
4566	138454798
4567	138454804
4568	138454805
4569	138454806
4570	138466007
4571	13846689
4572	138471783
4573	13849
4574	138490559
4575	138490769
4576	138510
4577	138513760
4578	138544542
4579	138556040
4580	138574052
4581	138583953
4582	138611145
4583	138634553
4584	138634603
4585	1386351
4586	13865088
4587	138696916
4588	13871229
4589	138753329
4590	138756246
4591	138756831
4592	138805616
4593	138811017
4594	138857786
4595	138857789
4596	138857793
4597	138857795
4598	13888052
4599	13889352
4600	13889713
4601	138911315
4602	138911316
4603	138911318
4604	138911332
4605	138911333
4606	138911336
4607	138911337
4608	138911342
4609	138911346
4610	138911347
4611	138911351
4612	138911352
4613	138911355
4614	138911411
4615	138911437
4616	138911453
4617	13892722
4618	138988241
4619	138988250
4620	138988313
4621	138988314
4622	138988320
4623	138988375
4624	138988410
4625	138988435
4626	138988460
4627	138988494
4628	138988509
4629	138988533
4630	138988763
4631	138988764
4632	138988771
4633	138988772
4634	138988810
4635	138988830
4636	138988847
4637	138988858
4638	138988882
4639	138988899
4640	138988948
4641	138988952
4642	138988994
4643	138989103
4644	138991192
4645	138991775
4646	139022849
4647	139022858
4648	139022865
4649	139022866
4650	139022872
4651	139022963
4652	139023009
4653	139023016
4654	139023094
4655	139023100
4656	139023114
4657	139023217
4658	139023334
4659	139023367
4660	139023387
4661	139023737
4662	139025326
4663	139027026
4664	139027057
4665	139027194
4666	139027257
4667	139027328
4668	139027341
4669	139027688
4670	139027710
4671	139027713
4672	139027719
4673	139027755
4674	139027842
4675	139027974
4676	139028136
4677	139028279
4678	139028339
4679	139028348
4680	139028353
4681	139028356
4682	139028357
4683	139028359
4684	139028361
4685	139028366
4686	139028367
4687	139028368
4688	139028379
4689	139028380
4690	139028382
4691	139028385
4692	139028387
4693	139028388
4694	139028409
4695	139028416
4696	139028554
4697	139028562
4698	139028622
4699	139028682
4700	139028799
4701	139028847
4702	139028850
4703	139028871
4704	139028914
4705	139028931
4706	139029070
4707	139029082
4708	139029085
4709	139029110
4710	139029281
4711	139029343
4712	139029377
4713	139029422
4714	139029433
4715	139029446
4716	139029448
4717	139030333
4718	139030519
4719	139031924
4720	139032942
4721	139033721
4722	139033723
4723	139035002
4724	139035003
4725	139035004
4726	139035014
4727	139035023
4728	139035027
4729	139035038
4730	139035041
4731	139035043
4732	139035044
4733	139035046
4734	139035057
4735	139035060
4736	139035063
4737	139035075
4738	13908802
4739	13909684
4740	13916054
4741	13918856
4742	13919185
4743	1392066
4744	13926
4745	139269842
4746	13927310
4747	13927312
4748	139290992
4749	139290994
4750	139290995
4751	139291005
4752	139291007
4753	1393
4754	139331525
4755	13934282
4756	13934286
4757	139346228
4758	139350422
4759	139360969
4760	13936691
4761	139388865
4762	13938912
4763	13939318
4764	139415154
4765	139415912
4766	13943286
4767	13943287
4768	13943297
4769	13943299
4770	139433330
4771	139434658
4772	139451790
4773	1394536
4774	13945489
4775	139465991
4776	139466026
4777	139474625
4778	139486677
4779	139524511
4780	13954252
4781	139582017
4782	139585566
4783	139593415
4784	139593561
4785	139593562
4786	139600260
4787	139600266
4788	139600271
4789	139600278
4790	139600279
4791	139600282
4792	139600285
4793	139600292
4794	139600293
4795	139600304
4796	139600310
4797	139600311
4798	139600315
4799	139600317
4800	139600319
4801	139600320
4802	139600331
4803	139600338
4804	139600339
4805	139600340
4806	139600348
4807	139600361
4808	13964548
4809	13965088
4810	13966
4811	13966122
4812	13975035
4813	1398004
4814	1398027
4815	13981868
4816	13982876
4817	1398345
4818	13985234
4819	1398674
4820	13987
4821	1398859
4822	13991184
4823	13991590
4824	13996075
4825	13996685
4826	13996693
4827	1400
4828	1400246
4829	140058921
4830	1400698
4831	1401
4832	140118553
4833	14012
4834	14019178
4835	14031163
4836	1403142
4837	14034912
4838	14036811
4839	14037387
4840	1404176
4841	14051
4842	140560728
4843	140650927
4844	14077830
4845	14078177
4846	14079
4847	14081
4848	1409759
4849	14101198
4850	14104237
4851	14109375
4852	14109411
4853	14124
4854	141295674
4855	14130
4856	141301485
4857	14135317
4858	14135335
4859	14135348
4860	14151647
4861	14157896
4862	14159244
4863	14165
4864	14165733
4865	141724181
4866	141741918
4867	1417813
4868	1417867
4869	14178745
4870	14178874
4871	14180
4872	14182642
4873	14187
4874	14189967
4875	1419108
4876	14193987
4877	14205635
4878	14211
4879	14211225
4880	14213995
4881	14213996
4882	14217344
4883	14219
4884	14220
4885	14236566
4886	14237477
4887	14240392
4888	14240934
4889	142417841
4890	142452655
4891	142464264
4892	14249524
4893	14250
4894	14257660
4895	14257662
4896	142611
4897	14274897
4898	1427628
4899	14282135
4900	14284436
4901	14284479
4902	14286954
4903	14296
4904	1431565
4905	1432578
4906	14332
4907	14335632
4908	14340
4909	14345578
4910	1434953
4911	1434956
4912	1434957
4913	1434960
4914	14354984
4915	14355298
4916	14369
4917	14375137
4918	144
4919	14403
4920	14403147
4921	14407191
4922	14427423
4923	14427450
4924	14448070
4925	14459459
4926	14463159
4927	14484527
4928	14505
4929	14520
4930	14525324
4931	14526
4932	14530
4933	14537
4934	14539911
4935	14539973
4936	14539976
4937	14542288
4938	1455
4939	14554235
4940	1456
4941	14564503
4942	145659
4943	145685
4944	145704695
4945	145704696
4946	145707480
4947	145707527
4948	145707571
4949	145710038
4950	145711124
4951	145711518
4952	145711713
4953	145712306
4954	145712357
4955	145712358
4956	145712359
4957	145712375
4958	145712376
4959	145712377
4960	145712390
4961	145712397
4962	145712429
4963	145712433
4964	145713829
4965	145713840
4966	14572930
4967	145742
4968	14580381
4969	145815
4970	14583584
4971	145858
4972	145864056
4973	145867861
4974	145867862
4975	145867863
4976	145867865
4977	145867866
4978	145867868
4979	145867870
4980	145867939
4981	145867951
4982	145867970
4983	145868197
4984	145868198
4985	145868508
4986	145868726
4987	145868727
4988	145868803
4989	145868805
4990	145868810
4991	145868812
4992	145868813
4993	145868816
4994	145868817
4995	145868818
4996	145868820
4997	145868855
4998	145869068
4999	145874199
5000	145874210
5001	145874876
5002	145875278
5003	145875579
5004	145875590
5005	145875595
5006	145875601
5007	145875603
5008	145883284
5009	145883291
5010	145883300
5011	145883303
5012	145883305
5013	145883306
5014	145883311
5015	145883337
5016	145883371
5017	145883383
5018	145883548
5019	145883550
5020	145883607
5021	145883719
5022	145883837
5023	145883843
5024	145883844
5025	145883907
5026	145883950
5027	145884192
5028	145884220
5029	145884238
5030	145884406
5031	145914144
5032	145914158
5033	145914167
5034	145914185
5035	145914226
5036	145914393
5037	145914423
5038	145914435
5039	145914481
5040	145914513
5041	145914585
5042	145914586
5043	145914588
5044	145914610
5045	145914649
5046	145914660
5047	145914691
5048	145914695
5049	145914722
5050	145914757
5051	145914767
5052	145914821
5053	145914902
5054	145914993
5055	145915
5056	145915007
5057	145915012
5058	145915019
5059	145915040
5060	145915165
5061	145915214
5062	145915219
5063	145925626
5064	145925628
5065	145925629
5066	145925635
5067	145925641
5068	145925649
5069	145925650
5070	145925652
5071	145925655
5072	145925658
5073	145925662
5074	145925666
5075	145925677
5076	145925685
5077	145925689
5078	145925690
5079	145925694
5080	145925709
5081	145925712
5082	145945971
5083	145949517
5084	145951693
5085	145954010
5086	145965564
5087	145985
5088	145985088
5089	145986542
5090	145992229
5091	145994823
5092	145996536
5093	145996543
5094	145996610
5095	145998143
5096	145998279
5097	146013302
5098	146014424
5099	146014432
5100	146014434
5101	146014435
5102	146014436
5103	146014461
5104	146014464
5105	146014477
5106	146014497
5107	146014793
5108	146018038
5109	146018674
5110	146018690
5111	146018691
5112	146018924
5113	146018950
5114	146019721
5115	146025947
5116	146025951
5117	146025955
5118	146026069
5119	146026179
5120	146026186
5121	146026197
5122	146026280
5123	146026285
5124	146026958
5125	146027049
5126	146033
5127	14604
5128	146047121
5129	146047126
5130	146047129
5131	146047143
5132	146047148
5133	146047205
5134	146047207
5135	146048063
5136	146074397
5137	146074433
5138	146074494
5139	146074530
5140	146074625
5141	146074736
5142	146074737
5143	146075233
5144	146077862
5145	146077875
5146	146078170
5147	146078199
5148	146078333
5149	146078427
5150	146078432
5151	146078437
5152	146078466
5153	146078470
5154	146078482
5155	146078507
5156	146078511
5157	146078524
5158	146078569
5159	146078719
5160	146078787
5161	146078882
5162	146078924
5163	146078937
5164	146079096
5165	146079170
5166	146079253
5167	146079509
5168	146079552
5169	146079576
5170	146079612
5171	146079663
5172	146079693
5173	146079698
5174	146079756
5175	146079850
5176	146079852
5177	146079972
5178	146079974
5179	146080017
5180	146080071
5181	146080214
5182	146080246
5183	146080270
5184	146080328
5185	146080780
5186	146156359
5187	146157183
5188	146169
5189	146194099
5190	146222
5191	14623
5192	146317833
5193	146386401
5194	1464
5195	146401139
5196	146439211
5197	146454256
5198	14655097
5199	14655143
5200	14655218
5201	14655552
5202	14656910
5203	146570
5204	146571
5205	146616048
5206	146653485
5207	146673007
5208	146673008
5209	146673009
5210	146673013
5211	146673014
5212	146673017
5213	146673022
5214	146673024
5215	146673038
5216	146673076
5217	146673132
5218	146673134
5219	146673142
5220	146673163
5221	146673503
5222	146674222
5223	146680888
5224	146680889
5225	146680892
5226	146680893
5227	146680894
5228	146680895
5229	146680896
5230	146680897
5231	146680899
5232	146680900
5233	146680902
5234	146680903
5235	146680904
5236	146680905
5237	146680906
5238	146680907
5239	146680908
5240	146680909
5241	146680911
5242	146680914
5243	146680928
5244	146680929
5245	146680933
5246	146680938
5247	146680940
5248	146680953
5249	146680954
5250	146680955
5251	146680956
5252	146680957
5253	146680959
5254	146681179
5255	146681181
5256	146681186
5257	146681205
5258	146681206
5259	146681210
5260	146681223
5261	146724
5262	14675979
5263	146798
5264	14681436
5265	1468340
5266	14699964
5267	147004
5268	14704104
5269	147043
5270	14709
5271	14710
5272	1471787
5273	1471834
5274	1471839
5275	1471847
5276	14720269
5277	147295
5278	147394
5279	1474
5280	1474853
5281	147514
5282	147525
5283	147591
5284	1476756
5285	14777447
5286	14781
5287	14783456
5288	14787907
5289	148121
5290	148123
5291	148124
5292	148160
5293	148177
5294	148178
5295	148184
5296	148195
5297	148196
5298	148198
5299	148202
5300	14823523
5301	1483724
5302	14840979
5303	14844402
5304	148508
5305	1486
5306	1486608
5307	148673
5308	14871
5309	148959784
5310	14896501
5311	14900
5312	149096
5313	1491
5314	149175126
5315	14925
5316	149263
5317	149351
5318	14936865
5319	149468
5320	14951773
5321	14957
5322	149706874
5323	14973220
5324	14974
5325	14974601
5326	149784
5327	14982
5328	14985
5329	14987
5330	14988831
5331	14989
5332	14992
5333	14992067
5334	14998470
5335	1502520
5336	15029196
5337	150311
5338	15032
5339	15037614
5340	1504
5341	15042086
5342	15047
5343	15050929
5344	1505783
5345	1505784
5346	15073
5347	150736
5348	15074
5349	150762
5350	1507946
5351	15083575
5352	150851
5353	150893
5354	150923
5355	15096
5356	150962
5357	150971
5358	151001
5359	15101911
5360	15103
5361	1510378
5362	1510379
5363	1510389
5364	151075
5365	15109
5366	151095
5367	151108
5368	151118
5369	151138
5370	15115512
5371	151165
5372	151166
5373	151170
5374	151171
5375	151172
5376	15118048
5377	151194
5378	1512045
5379	151253
5380	151289
5381	15131080
5382	15132
5383	15134
5384	151342
5385	151345176
5386	15137728
5387	1514078
5388	151529
5389	151582
5390	15160100
5391	15165
5392	1517919
5393	1518
5394	15181201
5395	151819
5396	151901137
5397	151915
5398	151932
5399	151947
5400	1520267
5401	15207491
5402	1520837
5403	15209
5404	15224271
5405	152258126
5406	15225964
5407	15234003
5408	1523656
5409	15250
5410	1526390
5411	152670
5412	15285519
5413	152946
5414	152961
5415	153002269
5416	153005
5417	15301607
5418	15314
5419	153241
5420	153270
5421	15331
5422	1534
5423	1534834
5424	153520065
5425	153535293
5426	1536915
5427	1537
5428	153751
5429	15376
5430	1538471
5431	15387
5432	15391273
5433	15391340
5434	153920
5435	153921
5436	153941
5437	153948
5438	153965
5439	153970
5440	153976
5441	153994
5442	154058
5443	154059
5444	154102
5445	154103
5446	1542103
5447	154256
5448	154257
5449	154272
5450	154279
5451	15432
5452	15433034
5453	1543530
5454	15438
5455	154417
5456	15443
5457	154494
5458	15457339
5459	154573746
5460	154573750
5461	154573763
5462	154573764
5463	154573766
5464	154573768
5465	154573769
5466	154573770
5467	154573771
5468	154573775
5469	154573779
5470	154573782
5471	154573787
5472	154573789
5473	154573825
5474	154575
5475	154575080
5476	154575755
5477	154576014
5478	154576034
5479	154576109
5480	154576188
5481	154576285
5482	154576368
5483	154576463
5484	154576538
5485	154576717
5486	154576737
5487	154580410
5488	154580411
5489	154580876
5490	154580966
5491	154581054
5492	154581107
5493	154581245
5494	154581335
5495	154581349
5496	154581407
5497	154581416
5498	154581522
5499	154581559
5500	154581603
5501	154581824
5502	154581924
5503	154581943
5504	154581946
5505	154581949
5506	154582384
5507	154582399
5508	154582574
5509	154582745
5510	154582846
5511	154582920
5512	154582954
5513	154583027
5514	154583267
5515	154583373
5516	154583509
5517	154583640
5518	154583953
5519	154583963
5520	154585120
5521	15459
5522	154728861
5523	154729054
5524	154730128
5525	154730265
5526	154731081
5527	154731123
5528	154734317
5529	1547484
5530	15477807
5531	15478
5532	154792594
5533	15480182
5534	154805998
5535	1548076
5536	154809464
5537	154809467
5538	154809469
5539	154824631
5540	154828619
5541	154828711
5542	154828749
5543	154828777
5544	154828809
5545	154828840
5546	154828848
5547	154828860
5548	154829060
5549	154829215
5550	154829437
5551	154829496
5552	154829574
5553	154829682
5554	154829795
5555	154829811
5556	154829935
5557	154830009
5558	154830070
5559	154830110
5560	154830219
5561	154830236
5562	154830267
5563	154830589
5564	154830602
5565	154830622
5566	154830628
5567	154830646
5568	154830986
5569	154831059
5570	154831287
5571	154831426
5572	154831442
5573	154831764
5574	154831796
5575	154831802
5576	154853892
5577	154853906
5578	154854027
5579	154854139
5580	154854170
5581	154854390
5582	154854434
5583	154854449
5584	1548763
5585	15487887
5586	154878914
5587	154881543
5588	154882576
5589	154882583
5590	154882626
5591	154882837
5592	154882885
5593	154882988
5594	154883114
5595	154883234
5596	154883285
5597	154883382
5598	154883615
5599	154883657
5600	154883661
5601	154883668
5602	154883675
5603	154883739
5604	154883758
5605	154883841
5606	154883916
5607	154883933
5608	154883951
5609	154883995
5610	154884102
5611	154884136
5612	154884197
5613	154884292
5614	1548885
5615	1548887
5616	1548942
5617	1548943
5618	1548953
5619	1548955
5620	1548972
5621	1548992
5622	1548994
5623	1549000
5624	1549008
5625	154905
5626	1549095
5627	1549103
5628	1549120
5629	15491403
5630	1549144
5631	154925625
5632	154925627
5633	154925628
5634	154925629
5635	154925632
5636	1549517
5637	155002
5638	155011
5639	1550234
5640	1550286
5641	1550579
5642	1550607
5643	155074
5644	155094
5645	155107
5646	155129768
5647	15513544
5648	155160
5649	155240
5650	155245
5651	155289780
5652	155290
5653	155291452
5654	155291570
5655	155346
5656	155353714
5657	155380
5658	15538560
5659	15541832
5660	15541911
5661	1554210
5662	155434
5663	155435
5664	155436
5665	15546052
5666	155461948
5667	15547703
5668	15548
5669	15551229
5670	155537675
5671	155565880
5672	155573945
5673	155574018
5674	15558419
5675	15558439
5676	15558616
5677	15558620
5678	15559043
5679	15559100
5680	15560302
5681	15560547
5682	15560563
5683	1556232
5684	155671000
5685	155692
5686	15569631
5687	155708
5688	155713
5689	15571694
5690	155774
5691	155794
5692	155798219
5693	155798221
5694	155798222
5695	155798223
5696	155798228
5697	155798293
5698	155798310
5699	155798353
5700	155798354
5701	155798380
5702	155798424
5703	155798697
5704	155798707
5705	155798736
5706	155799232
5707	155799468
5708	155799694
5709	155799727
5710	155799778
5711	155799873
5712	155799896
5713	155799981
5714	155800083
5715	155800477
5716	155800492
5717	155800576
5718	155800778
5719	155800888
5720	155801094
5721	155801125
5722	155801134
5723	155801212
5724	155801222
5725	155801223
5726	155801234
5727	155801255
5728	155801259
5729	155801274
5730	155801292
5731	155801342
5732	155801344
5733	155801366
5734	155801396
5735	155801409
5736	155801416
5737	155801429
5738	155801500
5739	155801522
5740	155804637
5741	155806
5742	15580673
5743	155815
5744	155817800
5745	155819422
5746	155819522
5747	155819525
5748	155819526
5749	155819527
5750	155819528
5751	155822037
5752	155823134
5753	155823170
5754	155823192
5755	155823242
5756	155831
5757	155882742
5758	155882743
5759	155882744
5760	155884413
5761	155896677
5762	155905759
5763	15592
5764	155926085
5765	155941197
5766	155941481
5767	155941539
5768	155941632
5769	155941676
5770	155941678
5771	155941889
5772	155941910
5773	155942152
5774	155942263
5775	155942332
5776	155942335
5777	155942343
5778	155942378
5779	155942413
5780	155942437
5781	155942494
5782	155942740
5783	155948
5784	155971202
5785	155971207
5786	155971210
5787	155971211
5788	155971225
5789	155971235
5790	155971247
5791	155973951
5792	155973954
5793	155973957
5794	155973958
5795	155973961
5796	155974015
5797	155974080
5798	155974117
5799	155974118
5800	155974244
5801	155974301
5802	155974317
5803	155974319
5804	155974336
5805	155974358
5806	155974362
5807	155974414
5808	155974426
5809	155974478
5810	155974545
5811	155974573
5812	155974616
5813	155974732
5814	155974766
5815	155974772
5816	155974859
5817	155974913
5818	155975080
5819	155975236
5820	155975242
5821	155975249
5822	155975373
5823	155975461
5824	155975520
5825	155975586
5826	155975622
5827	155975865
5828	155975877
5829	155975932
5830	155975959
5831	155975963
5832	155975974
5833	155976073
5834	155976079
5835	155976080
5836	155976141
5837	155976149
5838	155976459
5839	155976664
5840	155976684
5841	155976728
5842	155976811
5843	155976929
5844	155977149
5845	155977155
5846	155977201
5847	155977256
5848	155977585
5849	155977634
5850	155977641
5851	155977659
5852	155977664
5853	155977671
5854	155977676
5855	155977679
5856	155980115
5857	155980116
5858	155980118
5859	155980121
5860	155980129
5861	155980186
5862	155980218
5863	155980219
5864	155980225
5865	155980238
5866	155980375
5867	155980382
5868	155980400
5869	155980423
5870	155980909
5871	155980992
5872	155981056
5873	155981136
5874	155981393
5875	155981479
5876	155981480
5877	155981574
5878	155981813
5879	155981884
5880	155981967
5881	155981975
5882	155981976
5883	155981977
5884	155981979
5885	155981980
5886	155981981
5887	155981983
5888	155981984
5889	155981996
5890	1560
5891	156006235
5892	156006411
5893	156006415
5894	156006478
5895	156006489
5896	156006498
5897	156006560
5898	156006571
5899	156006581
5900	156006585
5901	156006629
5902	156006794
5903	156006801
5904	156006811
5905	156006816
5906	156006826
5907	156006892
5908	156006952
5909	156007010
5910	156007018
5911	156007022
5912	156007026
5913	156007035
5914	156007064
5915	156007065
5916	156007080
5917	156007102
5918	156007208
5919	156007223
5920	156007298
5921	156007311
5922	156007378
5923	156007598
5924	156007746
5925	156007854
5926	156007876
5927	156007891
5928	156007933
5929	156007960
5930	156007985
5931	156007986
5932	156007989
5933	156008028
5934	156008033
5935	156008041
5936	156008056
5937	156008077
5938	156008079
5939	156008126
5940	156008275
5941	156008359
5942	156008372
5943	156008375
5944	156008387
5945	156008395
5946	156008670
5947	156008695
5948	156008793
5949	156008796
5950	156008837
5951	156008854
5952	156019130
5953	156024587
5954	15603282
5955	15604015
5956	1560402
5957	15604493
5958	15604510
5959	15606394
5960	156069299
5961	15608605
5962	15608646
5963	1561
5964	1562008
5965	15620607
5966	156215372
5967	15625
5968	156314
5969	156333
5970	15637614
5971	156391
5972	1564
5973	156413
5974	156414
5975	156418
5976	156419
5977	156422
5978	1565234
5979	156588438
5980	156599165
5981	156599178
5982	156599192
5983	1566236
5984	15664
5985	156709
5986	15684
5987	1568449
5988	156867
5989	15689656
5990	15692209
5991	157010080
5992	1570601
5993	157096
5994	15719
5995	15723
5996	157313
5997	15736732
5998	1574
5999	157489
6000	1575147
6001	15760
6002	15764346
6003	157690
6004	157691
6005	157692
6006	157745
6007	157836
6008	157839
6009	15789
6010	157917
6011	157920
6012	157921
6013	15800
6014	1580719
6015	158103
6016	1581243
6017	1581417
6018	15816
6019	15816975
6020	1582687
6021	15837973
6022	15839729
6023	158438
6024	158477
6025	1584822
6026	1585
6027	158550
6028	158637
6029	158758
6030	158781
6031	158794
6032	158795
6033	1587957
6034	158796
6035	158797
6036	15880
6037	158845
6038	15895902
6039	15897
6040	158980
6041	15899898
6042	159055
6043	15908438
6044	15909
6045	15918691
6046	159201
6047	15922487
6048	15925906
6049	159269
6050	159278
6051	159324
6052	159325
6053	15934091
6054	159354
6055	15939
6056	15940183
6057	15940949
6058	15942827
6059	15945057
6060	15945391
6061	15945539
6062	159460
6063	159476
6064	15948325
6065	15950826
6066	15951529
6067	159516
6068	15953793
6069	15953802
6070	15953870
6071	15953875
6072	15956
6073	159590
6074	15959236
6075	159594
6076	159595
6077	159598
6078	159603
6079	159642
6080	159654
6081	1598
6082	15980598
6083	15981173
6084	15981237
6085	15981397
6086	15983966
6087	15983988
6088	159846
6089	15984937
6090	15985556
6091	15985904
6092	159861
6093	15990224
6094	159916
6095	15992917
6096	15993715
6097	15995692
6098	159968
6099	15999297
6100	160006
6101	160020
6102	160024
6103	16003447
6104	160036
6105	16004692
6106	16004702
6107	16005981
6108	16007240
6109	16007289
6110	16007367
6111	16007391
6112	16011141
6113	160115
6114	16013152
6115	160142
6116	16014341
6117	16014494
6118	16016502
6119	16016583
6120	16016585
6121	160166
6122	160180
6123	160190
6124	16019453
6125	16019476
6126	16019609
6127	16020046
6128	160237
6129	160254
6130	160268
6131	16028135
6132	16032197
6133	16034840
6134	160355
6135	16038120
6136	16038368
6137	16038374
6138	16041424
6139	160416
6140	16042458
6141	1604254
6142	16043
6143	16043304
6144	16046067
6145	16046239
6146	16046248
6147	16047442
6148	16047619
6149	160481
6150	160485
6151	16048568
6152	16048642
6153	16048643
6154	16048966
6155	16049404
6156	1605036
6157	16050391
6158	160511
6159	160517
6160	16051951
6161	16051987
6162	16052011
6163	16052038
6164	160562
6165	16058637
6166	160588
6167	160597
6168	16061185
6169	16061509
6170	16062593
6171	16063245
6172	16063377
6173	160636
6174	160644
6175	16065489
6176	16065490
6177	16065491
6178	16065569
6179	160679
6180	16070041
6181	16070100
6182	160711
6183	16071548
6184	16071549
6185	16071550
6186	16071896
6187	16072155
6188	16072179
6189	160725
6190	16076883
6191	16078951
6192	16078958
6193	16078971
6194	16078972
6195	16078973
6196	16078986
6197	16079005
6198	16085322
6199	16086114
6200	16086891
6201	16088020
6202	16088021
6203	16088242
6204	160921
6205	16094542
6206	16094601
6207	16094766
6208	160950
6209	16095342
6210	16097729
6211	16100296
6212	16102146
6213	16103
6214	161036
6215	16109001
6216	161104
6217	16112820
6218	16114799
6219	161166
6220	16117018
6221	16118392
6222	16118969
6223	16118986
6224	16119021
6225	16119709
6226	16119710
6227	16119739
6228	1612038
6229	161218
6230	16122583
6231	16122663
6232	16123056
6233	16123436
6234	16124
6235	16124208
6236	16124726
6237	16126651
6238	16126782
6239	16126898
6240	161271
6241	16129187
6242	161294
6243	16129666
6244	16129706
6245	16129719
6246	16129778
6247	16129995
6248	16130051
6249	16130295
6250	161306
6251	16130933
6252	16131138
6253	16131180
6254	16131186
6255	16131448
6256	16133842
6257	16133850
6258	16133851
6259	16134511
6260	16136245
6261	161406
6262	161409
6263	16141059
6264	161456
6265	161464
6266	161493
6267	161557
6268	161566
6269	16158208
6270	161591
6271	161658
6272	1617110
6273	161713
6274	161825
6275	161828
6276	16187238
6277	161881
6278	16188892
6279	16190091
6280	16190867
6281	161930
6282	16193817
6283	16193984
6284	161950
6285	16195554
6286	16195819
6287	16196326
6288	161970
6289	16202152
6290	16202157
6291	16202164
6292	16202218
6293	16202256
6294	16203606
6295	16204922
6296	16211148
6297	16211224
6298	16211283
6299	16211766
6300	16212154
6301	16212175
6302	16212981
6303	16213644
6304	16213812
6305	16213884
6306	162147
6307	16214875
6308	16215349
6309	162163
6310	16216349
6311	16217067
6312	16218413
6313	16218542
6314	16218837
6315	16218858
6316	16218868
6317	16218886
6318	16218899
6319	16218937
6320	16218975
6321	16218979
6322	16218996
6323	16219061
6324	16219152
6325	16219171
6326	16219389
6327	16219399
6328	16219427
6329	16219462
6330	16219540
6331	16219612
6332	16219727
6333	16219857
6334	16219895
6335	16219921
6336	16219944
6337	16219981
6338	16219989
6339	16220015
6340	16220051
6341	16220066
6342	162201
6343	16220118
6344	16220172
6345	16220188
6346	16220196
6347	16222096
6348	16222379
6349	16224745
6350	1622530
6351	16225380
6352	16226184
6353	16226475
6354	16230
6355	162302
6356	16231
6357	162350
6358	162368359
6359	16239692
6360	16239812
6361	16240279
6362	16241230
6363	16251
6364	16253428
6365	16255105
6366	16258
6367	16259
6368	162639160
6369	162639161
6370	162639166
6371	162640407
6372	162640594
6373	162640784
6374	162640812
6375	162640813
6376	162640851
6377	162642222
6378	162642275
6379	162642276
6380	162642277
6381	162642462
6382	162642465
6383	162651960
6384	162676061
6385	162678818
6386	16269006
6387	16270084
6388	16273006
6389	16273161
6390	162755
6391	162823
6392	162834
6393	162846
6394	162859
6395	162868
6396	16286907
6397	162878
6398	162883
6399	162899
6400	16307093
6401	16307489
6402	163091
6403	16315
6404	1631968
6405	163263
6406	16330153
6407	163332
6408	163336966
6409	163338
6410	163342856
6411	163343481
6412	163343573
6413	163344033
6414	163345048
6415	163345093
6416	163346944
6417	163446
6418	1634732
6419	1635461
6420	16361161
6421	16362
6422	16363
6423	163659
6424	16367
6425	163701
6426	163751
6427	16376051
6428	163761
6429	1637653
6430	16384282
6431	163844
6432	1639
6433	16391507
6434	163931
6435	16395057
6436	163960
6437	164009
6438	16401314
6439	16401639
6440	16404350
6441	164045
6442	164089
6443	1641056
6444	16414
6445	164146
6446	1641662
6447	164234
6448	164272
6449	164305
6450	16433273
