code	symbol
0	Control
568	10396409
569	1039737
570	10398360
571	10398468
572	10399139
573	103993
574	10401611
575	10402601
576	10402702
577	10403850
578	10404
579	10404245
580	10405323
581	10407120
582	10407325
583	10408
584	10408514
585	1040954
586	10410310
587	10410894
588	10411370
589	10412080
590	10413034
591	10414856
592	10417440
593	10417462
594	10417550
595	10420653
596	10420710
597	10422572
598	10422896
599	10423087
600	10424988
601	10427006
602	10427712
603	10428
604	10428048
605	10428784
606	1042895
607	10429020
608	10429233
609	10429242
610	10430
611	10430040
612	10430360
613	10430788
614	10432170
615	10435235
616	1043578
617	10436
618	10436731
619	10436839
620	10437018
621	10437137
622	1043828
623	10438805
624	1044
625	10441164
626	10443686
627	10446295
628	10446437
629	10447437
630	10447660
631	10448938
632	10449757
633	10450386
634	10451
635	1045147
636	10451939
637	10452020
638	10453764
639	10453870
640	10457
641	10458
642	10458325
643	10458508
644	10458835
645	10459
646	10459196
647	10459879
648	1046
649	10460099
650	1046050
651	10460535
652	1046082
653	10461016
654	10461257
655	10461508
656	10461815
657	10461946
658	10462411
659	10465
660	10465484
661	10465922
662	10466304
663	10466989
664	10467
665	10468
666	10469233
667	10471217
668	10471963
669	10472693
670	10473088
671	10473311
672	10473674
673	104741
674	10474335
675	10474339
676	10474479
677	104751
678	10475115
679	10475314
680	10475633
681	104758
682	104762
683	104769
684	10477021
685	10477058
686	10478277
687	104787
688	10479060
689	104794
690	1048
691	10481388
692	10481759
693	10481797
694	10482134
695	1048267
696	104827
697	104830
698	10483914
699	104842
700	104845
701	104849
702	104850
703	104865
704	104867
705	104870
706	1048845
707	10489502
708	104903
709	1049140
710	104916
711	104918708
712	104920
713	104938
714	10494
715	104943
716	104945
717	104955
718	104956
719	104974
720	10498042
721	104981
722	104983
723	104997
724	104999
725	105000
726	10500172
727	105007
728	105008
729	105010
730	105024
731	105074
732	105078
733	105097
734	1051
735	10514267
736	1052
737	10521421
738	10531
739	1054
740	10544075
741	10547386
742	10557731
743	10557926
744	10560946
745	10569
746	1057
747	10574
748	10577938
749	10598093
750	106
751	1060
752	10604596
753	10607
754	10607520
755	10614626
756	10620479
757	10621
758	10629555
759	10631
760	10633
761	106350
762	10638
763	10639
764	10640100
765	10643117
766	10648
767	10650816
768	10658
769	1066
770	10660
771	10662
772	10664
773	10665
774	10666
775	10668061
776	10668211
777	10668473
778	10676408
779	1067700
780	10679092
781	10680
782	10685
783	10687292
784	10688007
785	10690
786	1069493
787	1069559
788	10695622
789	10695961
790	1069686
791	10698
792	10699955
793	107
794	10700068
795	10701
796	10701737
797	10709196
798	10711281
799	10715
800	10718956
801	1072048
802	10722
803	10724564
804	10729255
805	10736792
806	10741
807	107410
808	10742
809	10743
810	10743008
811	10744246
812	10745
813	107461
814	10748
815	107488
816	1074953
817	10752
818	10752351
819	10752510
820	107537
821	107564
822	1075698
823	1075883
824	1075918
825	10759867
826	10760
827	10760152
828	10762
829	107641
830	10767
831	107670
832	107689
833	1076904
834	10770
835	107704
836	107706
837	107715
838	10772
839	107738
840	107751
841	107775
842	107780
843	107793
844	10779560
845	107802
846	107807
847	107812
848	10783
849	107838
850	107848
851	107867
852	10787
853	10787514
854	107876
855	10789
856	107895
857	10789506
858	107896
859	107905
860	107926
861	107930
862	107935
863	107936
864	1079383
865	10794070
866	107950
867	10795088
868	107952
869	107957
870	107966
871	107967
872	107968
873	107969
874	107970
875	107971
876	107982
877	10798271
878	107985
879	107992
880	10799896
881	107999
882	108001
883	108013
884	108029
885	1080352
886	108041
887	108042
888	108046
889	108047
890	108051
891	108052
892	108059
893	108092
894	108094
895	108099
896	108107
897	1081298
898	108130
899	108137
900	108143
901	108144
902	108156
903	10816380
904	108167
905	108168
906	108173
907	108174
908	108182
909	108185
910	10819
911	10819499
912	10820
913	108213
914	10831
915	10836072
916	10844515
917	10844943
918	10850
919	10854155
920	10861069
921	1086218
922	108638
923	10864232
924	10864309
925	10865257
926	10866
927	1086766
928	1086976
929	10873
930	1088
931	10881175
932	1088438
933	1088439
934	10885340
935	108866909
936	10889414
937	10891603
938	10893068
939	10898559
940	10899465
941	10903113
942	1090779
943	10908465
944	10909430
945	109111743
946	10914997
947	10917
948	1091784
949	10918
950	10919701
951	10919756
952	10921
953	10922465
954	10924457
955	1092458
956	10926647
957	10926754
958	10928349
959	10931
960	1093221
961	10932412
962	10932707
963	10935
964	10937610
965	10945668
966	10947
967	10947895
968	10951331
969	10952807
970	10953
971	10955174
972	10959536
973	10960835
974	1096292
975	1096509
976	10966961
977	1096735
978	1096807
979	10968347
980	10969
981	10970751
982	10972
983	10972838
984	10972974
985	10975657
986	10979337
987	10988340
988	10990876
989	10994544
990	11001318
991	11003969
992	11005
993	11007422
994	1100830
995	1101
996	11012
997	11016019
998	11018329
999	1102
1000	1102771
1001	1102994
1002	1103
1003	11030308
1004	1103147
1005	11033
1006	1103353
1007	11035016
1008	11035592
1009	1103958
1010	11047056
1011	11052
1012	11052947
1013	11054313
1014	1105689
1015	11057
1016	11058122
1017	11058597
1018	11058796
1019	11059920
1020	11061578
1021	11061591
1022	110635
1023	11065
1024	11066
1025	11068
1026	110686510
1027	11068834
1028	11068867
1029	110694945
1030	11072143
1031	11072737
1032	11074431
1033	110753
1034	11077469
1035	11078
1036	11078392
1037	11079
1038	11086
1039	11088199
1040	11090206
1041	11092
1042	11095
1043	11096
1044	1109840
1045	110992
1046	111
1047	1110
1048	11102
1049	11103
1050	11104823
1051	11105
1052	11105550
1053	111064
1054	11117606
1055	11122087
1056	11126
