cell_line,split,name,estimator,embedding,primary_metric,L2,MSE,MAE,Spearman,Pearson,path
K562,heldout_molecules,lasso_baseline_avalon,lasso,avalon,L2,7.001370498701024,0.0029984005829925262,0.025581177308119256,0.22187335797432786,0.2987658565958182,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-18.598332.json
K562,heldout_molecules,lasso_baseline_cats2D,lasso,cats2D,L2,7.013690193826517,0.0030165541467912418,0.02562612450741169,0.21793329207803602,0.28827918567196076,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-20.299507.json
K562,heldout_molecules,lasso_baseline_cats3D,lasso,cats3D,L2,7.029249041219334,0.0030395207765350654,0.025650227867530368,0.2177412708568532,0.284903584362831,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-22.715249.json
K562,heldout_molecules,lasso_baseline_chatgpt,lasso,chatgpt,L2,6.917850624202497,0.0028857169006469476,0.025353188710119497,0.2356322341386858,0.33697107643779506,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-29.000850.json
K562,heldout_molecules,lasso_baseline_ecfp,lasso,ecfp,L2,6.855615748775068,0.002817029614680424,0.025227434826418052,0.2373632744402101,0.3300023378685185,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-32.405345.json
K562,heldout_molecules,lasso_baseline_erg,lasso,erg,L2,6.997081822748284,0.0030126388513096705,0.025593943896810332,0.21907541848080492,0.29640871664356583,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-47.749370.json
K562,heldout_molecules,lasso_baseline_fcfp,lasso,fcfp,L2,6.85202433361285,0.0028151852514937924,0.02521740474889891,0.2361557999523113,0.328385726380463,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-49.753321.json
K562,heldout_molecules,lasso_baseline_maccs,lasso,maccs,L2,7.45957446994008,0.0033560912578078405,0.026449493806909363,0.2119221217865153,0.2576940475027296,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-48.138441.json
K562,heldout_molecules,lasso_baseline_morgan_initialized_lpm,lasso,morgan_initialized_lpm,L2,6.939236867376393,0.0029212508950602124,0.02545378354241074,0.21986016116024296,0.2871229153775787,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-13.082220.json
K562,heldout_molecules,lasso_baseline_pca,lasso,pca,L2,5.269068780053334,0.001641204610529993,0.02089304025421691,0.3973138760923653,0.6269844476903472,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-22.015748.json
K562,heldout_molecules,lasso_baseline_random,lasso,random,L2,7.028290273541094,0.0030386723200194255,0.025649088730179844,0.2177442582409126,0.28524568115867205,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-12.771051.json
K562,heldout_molecules,lasso_baseline_secfp,lasso,secfp,L2,7.056691983687262,0.0030108489940698525,0.025686424801632492,0.2236204310034733,0.2966130881738922,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-49.744255.json
K562,heldout_molecules,lasso_baseline_topological,lasso,topological,L2,6.991190271743495,0.003001300872597076,0.025596953067855123,0.21893162914767955,0.29665061761963607,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/K562.heldout_molecules/2026-05-25T23-55-51.961413.json
MCF7,heldout_molecules,knn_baseline_ChemBERTa-77M-MLM,knn,ChemBERTa-77M-MLM,L2,7.658059119868744,0.0043861345724342145,0.02684702835735663,0.202653657476546,0.24657401426742312,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-18.603774.json
MCF7,heldout_molecules,knn_baseline_ChemBERTa-77M-MTR,knn,ChemBERTa-77M-MTR,L2,7.462932965351432,0.004361994190498986,0.026330617475340958,0.22010585504425692,0.2818960755987071,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-20.740460.json
MCF7,heldout_molecules,knn_baseline_avalon,knn,avalon,L2,7.404568568729556,0.004364844708098021,0.02624653413973139,0.20800910654871818,0.25209750155597765,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-22.537546.json
MCF7,heldout_molecules,knn_baseline_cats2D,knn,cats2D,L2,7.27985939198161,0.004249844967050732,0.02586690220027535,0.2242337524187406,0.2991455050696957,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-23.025362.json
MCF7,heldout_molecules,knn_baseline_cats3D,knn,cats3D,L2,7.316459195879001,0.004258268276913416,0.025883611415896592,0.2276840261850074,0.29460802356516064,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-25.077511.json
MCF7,heldout_molecules,knn_baseline_chatgpt,knn,chatgpt,L2,7.96449069387618,0.004732755437672785,0.027525883702336742,0.24279803753469675,0.30351539562837193,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-32.992385.json
MCF7,heldout_molecules,knn_baseline_ecfp,knn,ecfp,L2,7.450713818640074,0.004371077944798767,0.02635244940317831,0.1996000428047709,0.2373803523724596,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-34.785296.json
MCF7,heldout_molecules,knn_baseline_erg,knn,erg,L2,7.16098518103188,0.004364138064070606,0.025574176586993635,0.21194303787815094,0.2754094459592308,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-52.708730.json
MCF7,heldout_molecules,knn_baseline_fcfp,knn,fcfp,L2,7.4595411729504235,0.0043757239584282905,0.02637864738620094,0.19837885219640924,0.23590154243446826,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-54.613855.json
MCF7,heldout_molecules,knn_baseline_maccs,knn,maccs,L2,7.508569585277174,0.004328385069622045,0.02644203018865069,0.22841476710581288,0.2928507049764904,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-52.770750.json
MCF7,heldout_molecules,knn_baseline_morgan_initialized_lpm,knn,morgan_initialized_lpm,L2,6.89161766026214,0.003671883694518046,0.02478037301946559,0.23392955352411499,0.297232514677851,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-18.055880.json
MCF7,heldout_molecules,knn_baseline_pca,knn,pca,L2,5.994867443648668,0.002940887054226266,0.021813429120139317,0.4497984051530133,0.5682873192300892,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-18.201836.json
MCF7,heldout_molecules,knn_baseline_random,knn,random,L2,7.300314780527817,0.004259794380732108,0.0258923574221101,0.21965795647196198,0.26698844303401936,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-18.278493.json
MCF7,heldout_molecules,knn_baseline_secfp,knn,secfp,L2,7.221809428085706,0.004406507188728819,0.025719003847680843,0.20741919630840047,0.23852008383841744,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-54.385700.json
MCF7,heldout_molecules,knn_baseline_topological,knn,topological,L2,7.435525979727062,0.0043520319769349645,0.02632476584711851,0.2037754960764633,0.24867508467960744,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-56.834715.json
MCF7,heldout_molecules,lasso_baseline_ChemBERTa-77M-MLM,lasso,ChemBERTa-77M-MLM,L2,7.317370072451661,0.004304162179116539,0.025939027142363135,0.21683982430497037,0.26370606547615566,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-30.688559.json
MCF7,heldout_molecules,lasso_baseline_ChemBERTa-77M-MTR,lasso,ChemBERTa-77M-MTR,L2,7.4478507522110755,0.004322472541386699,0.025963787432452222,0.21960748404963226,0.2544532923806586,benchmark/benchmark/submissions_sciplex_lfc_heldout_molecules_fresh/expression/pert_prediction_sciplex3_regression/MCF7.heldout_molecules/2026-05-25T23-53-33.503903.json
