,dataset,fold,metrics,name,primary_metric,L2,MSE,MAE,Spearman,Pearson,cell_line
95,expression/pert_prediction_tahoe_regression,CVCL_0152.2,"{'primary_metric': 'L2', 'L2': 4.512465944697986, 'MSE': 0.0014799175246533063, 'MAE': 0.013207307010875932, 'Spearman': 0.5218507487582497, 'Pearson': 0.6800911041915584}",knn_baseline_LPM_emb,L2,4.512465944697986,0.0014799175246533063,0.013207307010875932,0.5218507487582497,0.6800911041915584,CVCL_0152
96,expression/pert_prediction_tahoe_regression,CVCL_0179.2,"{'primary_metric': 'L2', 'L2': 4.826087437023448, 'MSE': 0.0016801756711923158, 'MAE': 0.015747289512446524, 'Spearman': 0.5413948926867271, 'Pearson': 0.6717836076208237}",knn_baseline_LPM_emb,L2,4.826087437023448,0.0016801756711923158,0.015747289512446524,0.5413948926867271,0.6717836076208237,CVCL_0179
97,expression/pert_prediction_tahoe_regression,CVCL_0218.2,"{'primary_metric': 'L2', 'L2': 4.836189628987549, 'MSE': 0.0017772355219789094, 'MAE': 0.015150465934142262, 'Spearman': 0.532490225363883, 'Pearson': 0.6745304968308411}",knn_baseline_LPM_emb,L2,4.836189628987549,0.0017772355219789094,0.015150465934142262,0.532490225363883,0.6745304968308411,CVCL_0218
98,expression/pert_prediction_tahoe_regression,CVCL_0292.2,"{'primary_metric': 'L2', 'L2': 4.367642382025743, 'MSE': 0.0012253471119562929, 'MAE': 0.01474778728201359, 'Spearman': 0.5298093053824005, 'Pearson': 0.6782552683075171}",knn_baseline_LPM_emb,L2,4.367642382025743,0.0012253471119562929,0.01474778728201359,0.5298093053824005,0.6782552683075171,CVCL_0292
99,expression/pert_prediction_tahoe_regression,CVCL_0293.2,"{'primary_metric': 'L2', 'L2': 4.3492150791619295, 'MSE': 0.001428978882323749, 'MAE': 0.014302699995741377, 'Spearman': 0.5508045705250137, 'Pearson': 0.6933915263987138}",knn_baseline_LPM_emb,L2,4.3492150791619295,0.001428978882323749,0.014302699995741377,0.5508045705250137,0.6933915263987138,CVCL_0293
100,expression/pert_prediction_tahoe_regression,CVCL_0320.2,"{'primary_metric': 'L2', 'L2': 4.658230416479057, 'MSE': 0.001502316726915373, 'MAE': 0.014519673924641811, 'Spearman': 0.5529726076371253, 'Pearson': 0.697923058923256}",knn_baseline_LPM_emb,L2,4.658230416479057,0.001502316726915373,0.014519673924641811,0.5529726076371253,0.697923058923256,CVCL_0320
101,expression/pert_prediction_tahoe_regression,CVCL_0332.2,"{'primary_metric': 'L2', 'L2': 5.316827527797947, 'MSE': 0.0020141764627042372, 'MAE': 0.016713019830794807, 'Spearman': 0.5525932494552976, 'Pearson': 0.6985627563744067}",knn_baseline_LPM_emb,L2,5.316827527797947,0.0020141764627042372,0.016713019830794807,0.5525932494552976,0.6985627563744067,CVCL_0332
102,expression/pert_prediction_tahoe_regression,CVCL_0334.2,"{'primary_metric': 'L2', 'L2': 4.663425182415205, 'MSE': 0.0014957803743273943, 'MAE': 0.014720127496845396, 'Spearman': 0.5345016694371403, 'Pearson': 0.685053442125647}",knn_baseline_LPM_emb,L2,4.663425182415205,0.0014957803743273943,0.014720127496845396,0.5345016694371403,0.685053442125647,CVCL_0334
103,expression/pert_prediction_tahoe_regression,CVCL_0359.2,"{'primary_metric': 'L2', 'L2': 4.680290278252535, 'MSE': 0.0015073161317569182, 'MAE': 0.015212164864270175, 'Spearman': 0.5633154360186892, 'Pearson': 0.6985966141108743}",knn_baseline_LPM_emb,L2,4.680290278252535,0.0015073161317569182,0.015212164864270175,0.5633154360186892,0.6985966141108743,CVCL_0359
104,expression/pert_prediction_tahoe_regression,CVCL_0366.2,"{'primary_metric': 'L2', 'L2': 5.317642166403942, 'MSE': 0.002041402382704527, 'MAE': 0.01721783580240574, 'Spearman': 0.5492077215095557, 'Pearson': 0.694151611331004}",knn_baseline_LPM_emb,L2,5.317642166403942,0.002041402382704527,0.01721783580240574,0.5492077215095557,0.694151611331004,CVCL_0366
105,expression/pert_prediction_tahoe_regression,CVCL_0371.2,"{'primary_metric': 'L2', 'L2': 4.6784576551771275, 'MSE': 0.0015419742660851205, 'MAE': 0.01481307331614449, 'Spearman': 0.5596826023075168, 'Pearson': 0.6991914906303747}",knn_baseline_LPM_emb,L2,4.6784576551771275,0.0015419742660851205,0.01481307331614449,0.5596826023075168,0.6991914906303747,CVCL_0371
106,expression/pert_prediction_tahoe_regression,CVCL_0397.2,"{'primary_metric': 'L2', 'L2': 5.035451327441037, 'MSE': 0.001839947313399989, 'MAE': 0.01613796814553762, 'Spearman': 0.537195353820714, 'Pearson': 0.6793557842960112}",knn_baseline_LPM_emb,L2,5.035451327441037,0.001839947313399989,0.01613796814553762,0.537195353820714,0.6793557842960112,CVCL_0397
107,expression/pert_prediction_tahoe_regression,CVCL_0399.2,"{'primary_metric': 'L2', 'L2': 4.549848273020855, 'MSE': 0.001497848764882404, 'MAE': 0.01420620767055639, 'Spearman': 0.5596416278823698, 'Pearson': 0.6943791567835643}",knn_baseline_LPM_emb,L2,4.549848273020855,0.001497848764882404,0.01420620767055639,0.5596416278823698,0.6943791567835643,CVCL_0399
108,expression/pert_prediction_tahoe_regression,CVCL_0428.2,"{'primary_metric': 'L2', 'L2': 4.993841682131194, 'MSE': 0.00182969766296382, 'MAE': 0.01580252887707786, 'Spearman': 0.5535058695242263, 'Pearson': 0.6966086692417268}",knn_baseline_LPM_emb,L2,4.993841682131194,0.00182969766296382,0.01580252887707786,0.5535058695242263,0.6966086692417268,CVCL_0428
109,expression/pert_prediction_tahoe_regression,CVCL_0459.2,"{'primary_metric': 'L2', 'L2': 4.529512842050704, 'MSE': 0.0016186816089978006, 'MAE': 0.013300607567033777, 'Spearman': 0.5798106977983088, 'Pearson': 0.7091669920416872}",knn_baseline_LPM_emb,L2,4.529512842050704,0.0016186816089978006,0.013300607567033777,0.5798106977983088,0.7091669920416872,CVCL_0459
110,expression/pert_prediction_tahoe_regression,CVCL_0480.2,"{'primary_metric': 'L2', 'L2': 4.5488209478779345, 'MSE': 0.0015858407064924097, 'MAE': 0.014649970975400394, 'Spearman': 0.5915069741491836, 'Pearson': 0.7174682741473277}",knn_baseline_LPM_emb,L2,4.5488209478779345,0.0015858407064924097,0.014649970975400394,0.5915069741491836,0.7174682741473277,CVCL_0480
111,expression/pert_prediction_tahoe_regression,CVCL_0504.2,"{'primary_metric': 'L2', 'L2': 4.533744282902294, 'MSE': 0.0015125808129225011, 'MAE': 0.01427546176319889, 'Spearman': 0.5515541699453455, 'Pearson': 0.6982098216795215}",knn_baseline_LPM_emb,L2,4.533744282902294,0.0015125808129225011,0.01427546176319889,0.5515541699453455,0.6982098216795215,CVCL_0504
112,expression/pert_prediction_tahoe_regression,CVCL_0546.2,"{'primary_metric': 'L2', 'L2': 4.061934237057791, 'MSE': 0.0012200790420956445, 'MAE': 0.012856922502419026, 'Spearman': 0.5934794475361486, 'Pearson': 0.7173697447968571}",knn_baseline_LPM_emb,L2,4.061934237057791,0.0012200790420956445,0.012856922502419026,0.5934794475361486,0.7173697447968571,CVCL_0546
113,expression/pert_prediction_tahoe_regression,CVCL_1055.2,"{'primary_metric': 'L2', 'L2': 4.715976483935391, 'MSE': 0.0015884747978918705, 'MAE': 0.016312980296900113, 'Spearman': 0.5406723052888647, 'Pearson': 0.6701294532769944}",knn_baseline_LPM_emb,L2,4.715976483935391,0.0015884747978918705,0.016312980296900113,0.5406723052888647,0.6701294532769944,CVCL_1055
114,expression/pert_prediction_tahoe_regression,CVCL_1056.2,"{'primary_metric': 'L2', 'L2': 5.186732655914334, 'MSE': 0.001856603412564023, 'MAE': 0.01704151698767901, 'Spearman': 0.5680143779958523, 'Pearson': 0.6907029983893398}",knn_baseline_LPM_emb,L2,5.186732655914334,0.001856603412564023,0.01704151698767901,0.5680143779958523,0.6907029983893398,CVCL_1056
115,expression/pert_prediction_tahoe_regression,CVCL_1094.2,"{'primary_metric': 'L2', 'L2': 4.140066932090466, 'MSE': 0.0010993183266953023, 'MAE': 0.013951366834356984, 'Spearman': 0.5384754607822325, 'Pearson': 0.6749019099759515}",knn_baseline_LPM_emb,L2,4.140066932090466,0.0010993183266953023,0.013951366834356984,0.5384754607822325,0.6749019099759515,CVCL_1094
116,expression/pert_prediction_tahoe_regression,CVCL_1097.2,"{'primary_metric': 'L2', 'L2': 5.045754196965254, 'MSE': 0.002156080878861775, 'MAE': 0.015328062040531337, 'Spearman': 0.5393789064413591, 'Pearson': 0.696161400018373}",knn_baseline_LPM_emb,L2,5.045754196965254,0.002156080878861775,0.015328062040531337,0.5393789064413591,0.696161400018373,CVCL_1097
117,expression/pert_prediction_tahoe_regression,CVCL_1098.2,"{'primary_metric': 'L2', 'L2': 4.662149333930379, 'MSE': 0.0014551761407085816, 'MAE': 0.014981402293018463, 'Spearman': 0.5181169196125809, 'Pearson': 0.6735357704934606}",knn_baseline_LPM_emb,L2,4.662149333930379,0.0014551761407085816,0.014981402293018463,0.5181169196125809,0.6735357704934606,CVCL_1098
118,expression/pert_prediction_tahoe_regression,CVCL_1119.2,"{'primary_metric': 'L2', 'L2': 4.818759393974056, 'MSE': 0.0016974564335604952, 'MAE': 0.01477234776274212, 'Spearman': 0.5492147065763106, 'Pearson': 0.6915135098439912}",knn_baseline_LPM_emb,L2,4.818759393974056,0.0016974564335604952,0.01477234776274212,0.5492147065763106,0.6915135098439912,CVCL_1119
119,expression/pert_prediction_tahoe_regression,CVCL_1125.2,"{'primary_metric': 'L2', 'L2': 5.472264649196896, 'MSE': 0.0018878182229866715, 'MAE': 0.019397501753369042, 'Spearman': 0.4820714986292419, 'Pearson': 0.621198756774072}",knn_baseline_LPM_emb,L2,5.472264649196896,0.0018878182229866715,0.019397501753369042,0.4820714986292419,0.621198756774072,CVCL_1125
120,expression/pert_prediction_tahoe_regression,CVCL_1239.2,"{'primary_metric': 'L2', 'L2': 5.427669209428049, 'MSE': 0.0019796018033711705, 'MAE': 0.01813156839147908, 'Spearman': 0.5239860475257848, 'Pearson': 0.6652510372665138}",knn_baseline_LPM_emb,L2,5.427669209428049,0.0019796018033711705,0.01813156839147908,0.5239860475257848,0.6652510372665138,CVCL_1239
121,expression/pert_prediction_tahoe_regression,CVCL_1285.2,"{'primary_metric': 'L2', 'L2': 5.068937878020299, 'MSE': 0.0020089146842899416, 'MAE': 0.01526128254356403, 'Spearman': 0.5645378246225394, 'Pearson': 0.704106376272206}",knn_baseline_LPM_emb,L2,5.068937878020299,0.0020089146842899416,0.01526128254356403,0.5645378246225394,0.704106376272206,CVCL_1285
