,dataset,fold,metrics,name,primary_metric,L2,MSE,MAE,Spearman,Pearson,cell_line
0,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.586672613382126, 'MSE': 0.001661683597138988, 'MAE': 0.017405951009336614, 'Spearman': 0.23038418991456627, 'Pearson': 0.294074923772396}",knn_baseline_PCA.t_v1_64,L2,5.586672613382126,0.001661683597138988,0.017405951009336614,0.23038418991456627,0.294074923772396,CVCL_0023
1,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.636269137881484, 'MSE': 0.0016792632775249965, 'MAE': 0.01745100892400974, 'Spearman': 0.2320709592312404, 'Pearson': 0.2868156727600329}",knn_baseline_random,L2,5.636269137881484,0.0016792632775249965,0.01745100892400974,0.2320709592312404,0.2868156727600329,CVCL_0023
2,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.6821423106121705, 'MSE': 0.0017222414301557667, 'MAE': 0.01767383200150974, 'Spearman': 0.20474276524778182, 'Pearson': 0.26245581083966546}",knn_baseline_PCA.logFC_v1_64,L2,5.6821423106121705,0.0017222414301557667,0.01767383200150974,0.20474276524778182,0.26245581083966546,CVCL_0023
3,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 4.188771694294397, 'MSE': 0.0009266855851022174, 'MAE': 0.013290013040377269, 'Spearman': 0.5018408576607066, 'Pearson': 0.6602334347166214}",knn_baseline_pca,L2,4.188771694294397,0.0009266855851022174,0.013290013040377269,0.5018408576607066,0.6602334347166214,CVCL_0023
4,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.5988288265886, 'MSE': 0.0016664124013726354, 'MAE': 0.01749277339343946, 'Spearman': 0.2186777791856958, 'Pearson': 0.2862193156154945}",knn_baseline_PCA.logFC_v2_64,L2,5.5988288265886,0.0016664124013726354,0.01749277339343946,0.2186777791856958,0.2862193156154945,CVCL_0023
5,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.8024941253365085, 'MSE': 0.0017834296966906839, 'MAE': 0.01808043628630058, 'Spearman': 0.17666893954133764, 'Pearson': 0.2242605318240887}",knn_baseline_PCA.t_v2_64,L2,5.8024941253365085,0.0017834296966906839,0.01808043628630058,0.17666893954133764,0.2242605318240887,CVCL_0023
6,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.611738779856003, 'MSE': 0.0016739567258802495, 'MAE': 0.017588000630041283, 'Spearman': 0.22254725775825054, 'Pearson': 0.2927545372883672}",knn_baseline_PCA.logFC_v2_128,L2,5.611738779856003,0.0016739567258802495,0.017588000630041283,0.22254725775825054,0.2927545372883672,CVCL_0023
7,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.6819446350684135, 'MSE': 0.0017086492924034142, 'MAE': 0.017707966571856686, 'Spearman': 0.20841528007418872, 'Pearson': 0.26306866215056085}",knn_baseline_PCA.t_v2_128,L2,5.6819446350684135,0.0017086492924034142,0.017707966571856686,0.20841528007418872,0.26306866215056085,CVCL_0023
8,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.746845523796787, 'MSE': 0.001759391631687187, 'MAE': 0.017911613783156602, 'Spearman': 0.18596922138748842, 'Pearson': 0.23727836417036283}",knn_baseline_PCA.logFC_v3_64,L2,5.746845523796787,0.001759391631687187,0.017911613783156602,0.18596922138748842,0.23727836417036283,CVCL_0023
9,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.632767286429606, 'MSE': 0.0016856900440538993, 'MAE': 0.017635636619684873, 'Spearman': 0.2168950178067728, 'Pearson': 0.28509964546031674}",knn_baseline_PCA.t_v3_64,L2,5.632767286429606,0.0016856900440538993,0.017635636619684873,0.2168950178067728,0.28509964546031674,CVCL_0023
10,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.666354143451844, 'MSE': 0.001711198991376318, 'MAE': 0.01770472210805924, 'Spearman': 0.21117242944257802, 'Pearson': 0.2726417883558678}",knn_baseline_PCA.logFC_v3_128,L2,5.666354143451844,0.001711198991376318,0.01770472210805924,0.21117242944257802,0.2726417883558678,CVCL_0023
11,expression/pert_prediction_tahoe_regression,CVCL_0023.0,"{'primary_metric': 'L2', 'L2': 5.751262605130238, 'MSE': 0.0017674838220658874, 'MAE': 0.01793004001988725, 'Spearman': 0.19040488595020902, 'Pearson': 0.24319833323947235}",knn_baseline_PCA.t_v3_128,L2,5.751262605130238,0.0017674838220658874,0.01793004001988725,0.19040488595020902,0.24319833323947235,CVCL_0023
