cell_line,split,name,estimator,embedding,primary_metric,L2,MSE,MAE,Spearman,Pearson,path
CVCL_0504,heldout_molecules,knn_baseline_random,knn,random,L2,5.389071674077586,0.002021941898198704,0.016796020220605123,0.3493267580144542,0.45609695207022916,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-40-36.602729.json
CVCL_0504,heldout_molecules,knn_baseline_secfp,knn,secfp,L2,5.362595098839775,0.0020264216037331243,0.016724320322463796,0.3585824557426738,0.47181698930865335,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-30.396979.json
CVCL_0504,heldout_molecules,knn_baseline_topological,knn,topological,L2,5.35865355003078,0.0020096819730574234,0.016728990229939858,0.3570487684588448,0.46964717367099984,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-15.160833.json
CVCL_0504,heldout_molecules,knn_baseline_unimol2-570m-H,knn,unimol2-570m-H,L2,5.399788529707898,0.002001827964951303,0.016856983767376127,0.3458294515076347,0.4550669564060789,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-56.262687.json
CVCL_0504,heldout_molecules,lasso_baseline_ChemBERTa-77M-MLM,lasso,ChemBERTa-77M-MLM,L2,5.341301983538521,0.001984516809378383,0.01668150420022648,0.35912337890742896,0.4750880160091666,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-22.587209.json
CVCL_0504,heldout_molecules,lasso_baseline_ChemBERTa-77M-MTR,lasso,ChemBERTa-77M-MTR,L2,5.343210015629035,0.0019872140417284646,0.01668556917728588,0.3589179846608864,0.47444762729380124,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-22.802677.json
CVCL_0504,heldout_molecules,lasso_baseline_MiniMol,lasso,MiniMol,L2,5.325292327794529,0.0019735943036758683,0.01666080956245032,0.3596842020199634,0.48088871228521557,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-27.090067.json
CVCL_0504,heldout_molecules,lasso_baseline_MolT5,lasso,MolT5,L2,5.3431842961288325,0.001980255837924934,0.0166875655304462,0.3585836593007663,0.4735798868889043,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-42-06.875670.json
CVCL_0504,heldout_molecules,lasso_baseline_avalon,lasso,avalon,L2,5.336001536422032,0.0019739201597899383,0.016674876111478068,0.3595828844479763,0.47549829683156164,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-42-11.440410.json
CVCL_0504,heldout_molecules,lasso_baseline_boltz_affinity_pred_value_fragment,lasso,boltz_affinity_pred_value_fragment,L2,5.340300864075815,0.001985567861660611,0.0166825804362692,0.3588922680887836,0.4755558104039493,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-37.210829.json
CVCL_0504,heldout_molecules,lasso_baseline_boltz_affinity_pred_value_protein,lasso,boltz_affinity_pred_value_protein,L2,5.350548306988995,0.0019879513707327,0.01670909112400526,0.3579240901813203,0.4740109228736141,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-41.296534.json
CVCL_0504,heldout_molecules,lasso_baseline_chatgpt,lasso,chatgpt,L2,5.307304716350412,0.0019572722679036384,0.01661897891672927,0.36144373516137723,0.48410386793877946,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-20.016731.json
CVCL_0504,heldout_molecules,lasso_baseline_ecfp:2,lasso,ecfp:2,L2,5.343387793610177,0.0019864728948244255,0.01668612703990029,0.35902655257799515,0.47437498100386705,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-42-06.685507.json
CVCL_0504,heldout_molecules,lasso_baseline_erg,lasso,erg,L2,5.343210015629035,0.0019872140417284646,0.01668556917728588,0.3589179846608864,0.47444762729380124,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-46.462037.json
CVCL_0504,heldout_molecules,lasso_baseline_maccs,lasso,maccs,L2,5.343210015629035,0.0019872140417284646,0.01668556917728588,0.3589179846608864,0.47444762729380124,benchmark/benchmark/submissions_tahoe_lfc_heldout_molecules_fresh/expression/pert_prediction_tahoe_regression/CVCL_0504.heldout_molecules/2026-05-26T00-41-22.471322.json
