,dataset,fold,metrics,name,roc_auc,average_precision,f1_score,recall,precision,f1_classwise,f1_score_nans_are_zeros,primary_metric,cell_line,quantile
0,expression/pert_prediction_tahoe_deg,CVCL_0023.0,"{'roc_auc': 0.18203172087669373, 'average_precision': 0.7438179850578308, 'f1_score': 0.7236965894699097, 'recall': 0.7437928915023804, 'precision': 0.7100507020950317, 'primary_metric': 'f1_score'}",no_change,0.18203172087669373,0.7438179850578308,0.7236965894699097,0.7437928915023804,0.7100507020950317,,,f1_score,CVCL_0023,
1,expression/pert_prediction_tahoe_deg,CVCL_0023.0,"{'roc_auc': 0.18203172087669373, 'average_precision': 0.7438179850578308, 'f1_score': 0.7211246490478516, 'recall': 0.7437928915023804, 'precision': 0.7074289321899414, 'primary_metric': 'f1_score'}",prior,0.18203172087669373,0.7438179850578308,0.7211246490478516,0.7437928915023804,0.7074289321899414,,,f1_score,CVCL_0023,
2,expression/pert_prediction_tahoe_deg,CVCL_0023.0,"{'roc_auc': 0.18203172087669373, 'average_precision': 0.7438179850578308, 'f1_score': 0.7211246490478516, 'recall': 0.7437928915023804, 'precision': 0.7074289321899414, 'primary_metric': 'f1_score'}",most_frequent,0.18203172087669373,0.7438179850578308,0.7211246490478516,0.7437928915023804,0.7074289321899414,,,f1_score,CVCL_0023,
3,expression/pert_prediction_tahoe_deg,CVCL_0023.1,"{'roc_auc': 0.2048202008008957, 'average_precision': 0.7102623581886292, 'f1_score': 0.677645742893219, 'recall': 0.7102623581886292, 'precision': 0.6581892371177673, 'primary_metric': 'f1_score'}",prior,0.2048202008008957,0.7102623581886292,0.677645742893219,0.7102623581886292,0.6581892371177673,,,f1_score,CVCL_0023,
4,expression/pert_prediction_tahoe_deg,CVCL_0023.1,"{'roc_auc': 0.2048202008008957, 'average_precision': 0.7102623581886292, 'f1_score': 0.6766242980957031, 'recall': 0.7100868225097656, 'precision': 0.6572555899620056, 'primary_metric': 'f1_score'}",no_change,0.2048202008008957,0.7102623581886292,0.6766242980957031,0.7100868225097656,0.6572555899620056,,,f1_score,CVCL_0023,
5,expression/pert_prediction_tahoe_deg,CVCL_0023.1,"{'roc_auc': 0.2048202008008957, 'average_precision': 0.7102623581886292, 'f1_score': 0.677645742893219, 'recall': 0.7102623581886292, 'precision': 0.6581892371177673, 'primary_metric': 'f1_score'}",most_frequent,0.2048202008008957,0.7102623581886292,0.677645742893219,0.7102623581886292,0.6581892371177673,,,f1_score,CVCL_0023,
6,expression/pert_prediction_tahoe_deg,CVCL_0023.2,"{'roc_auc': 0.1619768887758255, 'average_precision': 0.7690474390983582, 'f1_score': 0.7404285669326782, 'recall': 0.7690223455429077, 'precision': 0.7229495644569397, 'primary_metric': 'f1_score'}",most_frequent,0.1619768887758255,0.7690474390983582,0.7404285669326782,0.7690223455429077,0.7229495644569397,,,f1_score,CVCL_0023,
7,expression/pert_prediction_tahoe_deg,CVCL_0023.2,"{'roc_auc': 0.1619768887758255, 'average_precision': 0.7690474390983582, 'f1_score': 0.740139365196228, 'recall': 0.7689722180366516, 'precision': 0.7226346731185913, 'primary_metric': 'f1_score'}",no_change,0.1619768887758255,0.7690474390983582,0.740139365196228,0.7689722180366516,0.7226346731185913,,,f1_score,CVCL_0023,
8,expression/pert_prediction_tahoe_deg,CVCL_0023.2,"{'roc_auc': 0.1619768887758255, 'average_precision': 0.7690474390983582, 'f1_score': 0.7404285669326782, 'recall': 0.7690223455429077, 'precision': 0.7229495644569397, 'primary_metric': 'f1_score'}",prior,0.1619768887758255,0.7690474390983582,0.7404285669326782,0.7690223455429077,0.7229495644569397,,,f1_score,CVCL_0023,
9,expression/pert_prediction_tahoe_deg,CVCL_0023.3,"{'roc_auc': 0.3135794401168823, 'average_precision': 0.5619785785675049, 'f1_score': 0.5203456282615662, 'recall': 0.5619534850120544, 'precision': 0.4955522418022156, 'primary_metric': 'f1_score'}",no_change,0.3135794401168823,0.5619785785675049,0.5203456282615662,0.5619534850120544,0.4955522418022156,,,f1_score,CVCL_0023,
